time,ref,tau,err,theta_m,dtheta_m,ddtheta_m,tau_s,tau_m
0.14,0,-0.0447071512797869,0.0447071512797869,0.00880768498360381,0.155923544765728,1.8105710575379,-0.0447071512797869,0
0.141,0,-0.0452732414028326,0.0452732414028326,0.00896459189176175,0.157759554264802,1.83600949907439,-0.0452732414028326,0
0.142,0,-0.0458011852346476,0.0458011852346476,0.00912334737967005,0.15961916421951,1.85960995470718,-0.0458011852346476,0
0.143,0,-0.0462885130201769,0.0462885130201769,0.00928397407428378,0.161500408797777,1.88124457826769,-0.0462885130201769,0
0.144,0,-0.0467329505383604,0.0467329505383604,0.00944649257669608,0.163401203796429,1.90079499865195,-0.0467329505383604,0
0.145,0,-0.0471324305147508,0.0471324305147508,0.00961092134875493,0.165319356711207,1.91815291477737,-0.0471324305147508,0
0.146,0,-0.047485102997021,0.047485102997021,0.00977727661002644,0.167252577351263,1.9332206400563,-0.047485102997021,0
0.147,0,-0.0477893446415713,0.0477893446415713,0.00994557224562282,0.169198488944935,1.94591159367172,-0.0477893446415713,0
0.148,0,-0.0480437668649317,0.0480437668649317,0.0101158197253586,0.171154639681136,1.95615073620123,-0.0480437668649317,0
0.149,0,-0.048247222819287,0.048247222819287,0.0102880280346421,0.173118514628556,1.96387494742017,-0.048247222819287,0
0.15,0,-0.0483988131573694,0.0483988131573694,0.0104622036174502,0.175087547972954,1.96903334439785,-0.0483988131573694,0
0.151,0,-0.048497890557982,0.048497890557982,0.0106383503316738,0.177059135511257,1.97158753830351,-0.048497890557982,0
0.152,0,-0.048544062989643,0.048544062989643,0.01081646941706,0.1790306473399,1.9715118286423,-0.048544062989643,0
0.153,0,-0.0485371956961165,0.0485371956961165,0.0109965594759129,0.180999440673856,1.96879333395658,-0.0485371956961165,0
0.154,0,-0.0484774118940106,0.0484774118940106,0.0111786164666528,0.182962872732199,1.96343205834309,-0.0484774118940106,0
0.155,0,-0.0483650921790471,0.0483650921790471,0.0113626337102662,0.184918313625659,1.95544089345925,-0.0483650921790471,0
0.156,0,-0.0482008726440554,0.0482008726440554,0.0115486019096184,0.186863159181672,1.9448455560134,-0.0482008726440554,0
0.157,0,-0.0479856417182029,0.0479856417182029,0.0117365091815329,0.188794843642728,1.93168446105576,-0.0479856417182029,0
0.158,0,-0.0477205357433334,0.0477205357433334,0.0119263411014788,0.190710852174437,1.91600853170926,-0.0477205357433334,0
0.159,0,-0.047406933309628,0.047406933309628,0.0121180807606457,0.192608733120732,1.89788094629456,-0.047406933309628,0
0.16,0,-0.047046448378976,0.047046448378976,0.0123117088351213,0.194486109944851,1.87737682411956,-0.047046448378976,0
0.161,0,-0.0466409222305135,0.0466409222305135,0.0125072036668278,0.196340692796358,1.85458285150672,-0.0466409222305135,0
0.162,0,-0.0461924142686723,0.0461924142686723,0.0127045413558145,0.198170289646291,1.82959684993292,-0.0461924142686723,0
0.163,0,-0.0457031917397582,0.0457031917397582,0.0129036958634457,0.199972816934735,1.80252728844424,-0.0457031917397582,0
0.164,0,-0.045175718408531,0.045175718408531,0.0131046391259712,0.201746309677522,1.7734927427869,-0.045175718408531,0
0.165,0,-0.0446126422514622,0.0446126422514622,0.0133073411779102,0.203488930981483,1.74262130396152,-0.0446126422514622,0
0.166,0,-0.044016782228245,0.044016782228245,0.0135117702846363,0.205198980920644,1.71004993916096,-0.044016782228245,0
0.167,0,-0.0433911141977406,0.0433911141977406,0.0137178930834995,0.206874904728934,1.67592380828915,-0.0433911141977406,0
0.168,0,-0.0427387560488228,0.0427387560488228,0.0139256747327828,0.208515300268414,1.64039553948086,-0.0427387560488228,0
0.169,0,-0.0420629521204894,0.0420629521204894,0.0141350790677477,0.210118924735661,1.60362446724629,-0.0420629521204894,0
0.17,0,-0.041367056989168,0.041367056989168,0.0143460687629925,0.211684700572712,1.56577583705153,-0.041367056989168,0
0.171,0,-0.0406545187043026,0.0406545187043026,0.0145586055003107,0.213211720553026,1.52701998031354,-0.0406545187043026,0
0.172,0,-0.0399288615560468,0.0399288615560468,0.0147726501412115,0.214699252016961,1.48753146393529,-0.0399288615560468,0
0.173,0,-0.0391936684612463,0.0391936684612463,0.0149881629032427,0.216146740235595,1.44748821863436,-0.0391936684612463,0
0.174,0,-0.0384525630557723,0.0384525630557723,0.015205103539233,0.217553810886019,1.40707065042397,-0.0384525630557723,0
0.175,0,-0.0377091915827429,0.0377091915827429,0.0154234315185615,0.218920271625708,1.36646073968902,-0.0377091915827429,0
0.176,0,-0.036967204667197,0.036967204667197,0.0156431062095463,0.22024611275807,1.32584113236148,-0.036967204667197,0
0.177,0,-0.0362302390683123,0.0362302390683123,0.0158640870620433,0.22153150698581,1.28539422773988,-0.0362302390683123,0
0.178,0,-0.035501899500406,0.035501899500406,0.0160863337893425,0.222776808253322,1.24530126751204,-0.035501899500406,0
0.179,0,-0.0347857406135837,0.0347857406135837,0.0163098065484532,0.223982549683858,1.20574143053575,-0.0347857406135837,0
0.18,0,-0.0340852492241084,0.0340852492241084,0.0165344661178782,0.22514944062176,1.16689093790245,-0.0340852492241084,0
0.181,0,-0.0334038268833072,0.0334038268833072,0.0167602740719884,0.226278362794517,1.12892217275731,-0.0334038268833072,0
0.182,0,-0.0327447728721317,0.0327447728721317,0.0169871929511274,0.227370365613792,1.09200281927499,-0.0327447728721317,0
0.183,0,-0.0321112677063667,0.0321112677063667,0.0172151864265959,0.228426660638887,1.05629502509458,-0.0321112677063667,0
0.184,0,-0.0315063572349176,0.0315063572349176,0.0174442194596926,0.229448615230287,1.02195459139986,-0.0315063572349176,0
0.185,0,-0.0309329374106358,0.0309329374106358,0.0176742584540161,0.230437745424979,0.989130194692433,-0.0309329374106358,0
0.186,0,-0.0303937398097896,0.0303937398097896,0.0179052714002683,0.231395708069126,0.957962644146381,-0.0303937398097896,0
0.187,0,-0.0298913179725201,0.0298913179725201,0.0181372280128351,0.232324292247382,0.928584178256225,-0.0298913179725201,0
0.188,0,-0.0294280346325403,0.0294280346325403,0.018370099857462,0.233225410051673,0.901117804291334,-0.0294280346325403,0
0.189,0,-0.0290060498998698,0.0290060498998698,0.0186038604693884,0.234101086735532,0.87567668385835,-0.0290060498998698,0
0.19,0,-0.0286273104556336,0.0286273104556336,0.0188384854613479,0.234953450303172,0.852363567640207,-0.0286273104556336,0
0.191,0,-0.0282935398129035,0.0282935398129035,0.019073952620898,0.235784720585308,0.831270282136114,-0.0282935398129035,0
0.192,0,-0.0280062296922092,0.0280062296922092,0.0193102419965907,0.236597197856274,0.812477270965783,-0.0280062296922092,0
0.193,0,-0.0277666325547998,0.0277666325547998,0.0195473359725548,0.237393251049302,0.79605319302875,-0.0277666325547998,0
0.194,0,-0.0275757553309192,0.0275757553309192,0.019785219331117,0.238175305628828,0.782054579525626,-0.0275757553309192,0
0.195,0,-0.0274343543744084,0.0274343543744084,0.0200238793031491,0.238945831180381,0.770525551552908,-0.0274343543744084,0
